Year;Region;RegionCode;Country;CountryCode;DataCategory;DataCategoryCode;IndicatorCoverageAndDisaggregation;DataAvailableLast5Years;DataAvailableLast10Years;FirstAdministrativeLevel;SecondAdministrativeLevel;CoverageSubscore;MachineReadability;NonProprietary;DownloadOptions;MetadataAvailability;TermsOfUse;OpennessSubscore;OverallScore
2020;Middle Africa;AFM;Angola;AGO;Social statistics;3;6;5;4;2,5;0;17,5;1;10;4,5;5;0;20,5;38
2017;Eastern Europe;EUE;Slovakia;SVK;Environment statistics;2;5;4,5;4;2,5;1,5;17,5;4;5;3,5;3;5;20,5;38
2018;Western Asia;ASW;Kuwait;KWT;Economic and financial statistics;1;6,5;6,5;4,5;0;0;17,5;6,5;7;2;4,5;0;20;37,5
2018;Western Africa;AFW;Nigeria;NGA;Economic and financial statistics;1;6,5;5;5,5;0,5;0;17,5;4,5;7;4;4;0;19,5;37
2018;Western Africa;AFW;Niger;NER;Social statistics;3;5,5;4;4,5;3,5;0;17,5;2,5;9;3;5;0;19,5;37
2017;Southern Africa;AFZ;Botswana;BWA;Economic and financial statistics;1;6,5;5,5;5,5;0;0;17,5;0;7;2;3,5;7;19,5;37
2022;South America;AMZ;Guyana;GUY;Economic and financial statistics;1;6;6;5,5;0;0;17,5;3;7;2;3,5;4;19,5;37
2017;Northern Europe;EUN;Norway;NOR;Environment statistics;2;5;4,5;4,5;2;1,5;17,5;5;5;4,5;2,5;2,5;19,5;37
2024;Central America;AMM;Belize;BLZ;Economic and financial statistics;1;6;5,5;5;1;0;17,5;6;7;3;3,5;0;19,5;37
2017;Western Europe;EUW;Switzerland;CHE;Social statistics;3;5;5;5;2;0,5;17,5;7,5;3;4;4,5;0;19;36,5
2020;Western Africa;AFW;Nigeria;NGA;Economic and financial statistics;1;6;5,5;5,5;0,5;0;17,5;6;7;3;3;0;19;36,5
2015;South-Eastern Asia;ASE;Vietnam;VNM;Social statistics;3;4,5;4,5;4,5;4;0;17,5;5;5;4;5;0;19;36,5
2016;Western Asia;ASW;Jordan;JOR;Economic and financial statistics;1;5,5;5,5;5,5;1;0;17,5;6,5;4;3,5;3;1,5;18,5;36
2020;South America;AMZ;Colombia;COL;Social statistics;3;4,5;4,5;4;3,5;1;17,5;6;1,5;1,5;5;4,5;18,5;36
2016;Western Asia;ASW;Cyprus;CYP;Social statistics;3;5,5;5;5,5;1;0,5;17,5;6,5;0,5;0;3,5;7;17,5;35
2020;Western Asia;ASW;Kuwait;KWT;Social statistics;3;5,5;5,5;5;1,5;0;17,5;4;7,5;2;4;0;17,5;35
2020;Pacific Islands;OPI;Fiji;FJI;Economic and financial statistics;1;6;5,5;5,5;0,5;0;17,5;4;7;3,5;3;0;17,5;35
2020;Central Asia;ASC;Kyrgyz Republic;KGZ;Economic and financial statistics;1;5,5;5;5,5;1,5;0;17,5;4,5;3,5;2,5;3,5;3,5;17,5;35
2018;Central Asia;ASC;Kyrgyz Republic;KGZ;Economic and financial statistics;1;5,5;5,5;5,5;1;0;17,5;4,5;3,5;2,5;3,5;3,5;17,5;35
2016;Central America;AMM;Panama;PAN;Social statistics;3;5,5;4,5;3;3,5;1;17,5;5,5;6;0;6;0;17,5;35
2016;South America;AMZ;Chile;CHL;Economic and financial statistics;1;6;5,5;5,5;0,5;0;17,5;7;2;0;6,5;1,5;17;34,5
2022;Pacific Islands;OPI;Fiji;FJI;Economic and financial statistics;1;6;5,5;5,5;0,5;0;17,5;3,5;7;3,5;3;0;17;34,5
2015;Western Asia;ASW;Armenia;ARM;Social statistics;3;5,5;5;5,5;1,5;0;17,5;5,5;4,5;2,5;4;0;16,5;34
2024;Southern Asia;ASZ;Nepal;NPL;Economic and financial statistics;1;6,5;5;5,5;0,5;0;17,5;2,5;7;4;3;0;16,5;34
2016;Central Asia;ASC;Tajikistan;TJK;Social statistics;3;6;5,5;5,5;0,5;0;17,5;6;2,5;0;3,5;4;16;33,5
2020;Western Africa;AFW;Liberia;LBR;Economic and financial statistics;1;6;5,5;5,5;0,5;0;17,5;2,5;7;2,5;3,5;0;15,5;33
2018;Western Africa;AFW;Burkina Faso;BFA;Social statistics;3;5,5;4,5;4;3,5;0;17,5;0,5;8;3;4;0;15,5;33
2022;Pacific Islands;OPI;Tonga;TON;Economic and financial statistics;1;6;5,5;5;0;0;17,5;1,5;7;2;4;1;15,5;33
2022;Caribbean;AMC;Aruba;ABW;Economic and financial statistics;1;6;6;5,5;0;0;17,5;2;6,5;2,5;4,5;0;15,5;33
2016;Eastern Africa;AFE;Uganda;UGA;Economic and financial statistics;1;6;6;5,5;0;0;17,5;5;5;0;3,5;1,5;15;32,5
2024;Central Asia;ASC;Kyrgyz Republic;KGZ;Economic and financial statistics;1;6;6;5,5;0;0;17,5;6,5;2;3,5;2,5;0,5;15;32,5
2020;Western Asia;ASW;The Kingdom of Saudi Arabia;SAU;Economic and financial statistics;1;6;6;5;0,5;0;17,5;6,5;3,5;1;3,5;0;14,5;32
2018;Western Africa;AFW;Senegal;SEN;Economic and financial statistics;1;6;5,5;5,5;0,5;0;17,5;1,5;6,5;0,5;4;2;14,5;32
2016;South America;AMZ;Peru;PER;Economic and financial statistics;1;6;5;6;0,5;0;17,5;7;4,5;0;3;0;14,5;32
2022;Central Asia;ASC;Kyrgyz Republic;KGZ;Economic and financial statistics;1;6;5;5,5;1;0;17,5;4,5;4;2,5;3,5;0;14,5;32
2024;Pacific Islands;OPI;Vanuatu;VUT;Economic and financial statistics;1;6;5,5;5;1;0;17,5;0;7;3,5;3,5;0;14;31,5
2017;South-Eastern Asia;ASE;Timor-Leste;TLS;Social statistics;3;6;4,5;4,5;2,5;0;17,5;0;8;1,5;4;0;13,5;31
2016;Middle Africa;AFM;Congo, Dem. Rep.;COD;Social statistics;3;5,5;4;3,5;4,5;0;17,5;0;8;0;5;0;13;30,5
2015;Eastern Africa;AFE;Uganda;UGA;Economic and financial statistics;1;6,5;6;5;0;0;17,5;2,5;0;0;7;3,5;13;30,5
2016;South-Eastern Asia;ASE;Indonesia;IDN;Economic and financial statistics;1;6;5,5;5;1;0;17,5;6;1;1;4,5;0;12,5;30
2017;Southern Asia;ASZ;Bhutan;BTN;Economic and financial statistics;1;6;6;5;0,5;0;17,5;0,5;7;0;4,5;0;12;29,5
2022;Southern Asia;ASZ;Pakistan;PAK;Economic and financial statistics;1;6;5;5,5;1;0;17,5;0,5;7;1;3,5;0;12;29,5
2020;Northern Africa;AFN;Egypt;EGY;Economic and financial statistics;1;5,5;5,5;5,5;1;0;17,5;0;7;1,5;3,5;0;12;29,5
2018;Central America;AMM;Nicaragua;NIC;Social statistics;3;5,5;4,5;4,5;2,5;0,5;17,5;0;7;0,5;4,5;0;12;29,5
2015;Western Africa;AFW;Senegal;SEN;Social statistics;3;4;6;3;4;0,5;17,5;1;1;1;4,5;4;11,5;29
2022;Caribbean;AMC;Cuba;CUB;Social statistics;3;4,5;4;3,5;3,5;2;17,5;3,5;3,5;1;3,5;0;11,5;29
2020;Central America;AMM;Nicaragua;NIC;Social statistics;3;5;4,5;4;3;1;17,5;0;7;0,5;3,5;0;11;28,5
2015;South America;AMZ;Uruguay;URY;Economic and financial statistics;1;5,5;5,5;5,5;1;0;17,5;7;0;0;3,5;0;10,5;28
2015;Caribbean;AMC;Dominican Republic;DOM;Economic and financial statistics;1;5,5;5,5;5;1,5;0;17,5;4,5;0;0;6;0;10,5;28
2017;Western Asia;ASW;Azerbaijan;AZE;Environment statistics;2;5;5;5;1,5;1;17,5;5;2;2;1;0;10;27,5
2015;Western Africa;AFW;Sierra Leone;SLE;Economic and financial statistics;1;5,5;5,5;5,5;0,5;0,5;17,5;0;0;0;5,5;0;5,5;23
2015;Western Asia;ASW;Palestine;PSE;Economic and financial statistics;1;5,5;5,5;5,5;0,5;0,5;17,5;1,5;0;0;3,5;0;5;22,5
2015;Southern Africa;AFZ;Botswana;BWA;Economic and financial statistics;1;6;6;4,5;1;0;17,5;0;0;0;3;0;3;20,5
2024;Middle Africa;AFM;Central African Republic;CAF;Social statistics;3;6,5;4,5;3,5;2;0,5;17;6,5;10;7;6;6,5;36;53
2018;Western Asia;ASW;Oman;OMN;Economic and financial statistics;1;5,5;5,5;5,5;0,5;0;17;7;7;7;5,5;7;33,5;50,5
2017;Northern Europe;EUN;Latvia;LVA;Social statistics;3;5,5;5,5;5,5;0,5;0;17;7,5;9;5,5;7,5;4;33,5;50,5
2018;Eastern Asia;ASF;Mongolia;MNG;Economic and financial statistics;1;5,5;5,5;5,5;0,5;0;17;6,5;7;6,5;6,5;7;33,5;50,5
2017;Eastern Europe;EUE;Slovakia;SVK;Social statistics;3;4,5;4;4;3;1,5;17;6,5;7;6;5,5;7;32;49
2024;Northern Africa;AFN;Tunisia;TUN;Social statistics;3;7;4,5;4;1,5;0;17;4;10;5;5;6,5;30,5;47,5
2018;Eastern Asia;ASF;Korea, Rep.;KOR;Social statistics;3;4,5;4;4;3,5;1;17;6,5;7;5,5;4;7;30;47
2022;Western Asia;ASW;Oman;OMN;Economic and financial statistics;1;5,5;5;5,5;1;0;17;6;7;4,5;6;6;29,5;46,5
2017;Eastern Asia;ASF;Korea, Rep.;KOR;Social statistics;3;4,5;4;4;3,5;1;17;6,5;7;5,5;4;6,5;29,5;46,5
2018;South-Eastern Asia;ASE;Indonesia;IDN;Social statistics;3;5,5;4;4;3;0,5;17;5,5;8;4;4;7,5;29;46
2018;Western Europe;EUW;France;FRA;Economic and financial statistics;1;6;6;5;0;0;17;6;4,5;4;6,5;7;28;45
2024;Southern Asia;ASZ;India;IND;Social statistics;3;6,5;3,5;3;3,5;0,5;17;7;10;4,5;5;1,5;28;45
2022;South-Eastern Asia;ASE;Vietnam;VNM;Social statistics;3;5;4;4;3,5;0,5;17;7;9;7,5;4,5;0;28;45
2024;Eastern Africa;AFE;Mauritius;MUS;Social statistics;3;7;5;4,5;0,5;0;17;6;9;4;5;4;28;45
2022;Northern Africa;AFN;Tunisia;TUN;Economic and financial statistics;1;6;5,5;5;0,5;0;17;5;7;5;3,5;7;27,5;44,5
2022;Southern Africa;AFZ;South Africa;ZAF;Social statistics;3;6,5;3,5;3,5;3;0,5;17;0,5;9;4,5;5;8;27;44
2020;South-Eastern Asia;ASE;Brunei Darussalam;BRN;Social statistics;3;6;5;4,5;1,5;0;17;9;9;4,5;4,5;0;27;44
2024;Eastern Africa;AFE;Burundi;BDI;Economic and financial statistics;1;6;5;5;1;0;17;5,5;7;5;4;5,5;27;44
2017;Southern Europe;EUZ;North Macedonia;MKD;Social statistics;3;5;5;5;2;0;17;7,5;8;6;4;0;25,5;42,5
2020;Pacific Islands;OPI;Samoa;WSM;Economic and financial statistics;1;6;5,5;5,5;0;0;17;6,5;7;3;3;6;25,5;42,5
2016;Northern Europe;EUN;Iceland;ISL;Social statistics;3;5;5;5;1;1;17;8;8;4;5,5;0;25,5;42,5
2022;South-Eastern Asia;ASE;Cambodia;KHM;Social statistics;3;6;4;4;3;0;17;5;10;5;5;0;25;42
2024;Western Asia;ASW;Cyprus;CYP;Economic and financial statistics;1;5,5;5,5;5,5;0,5;0;17;7;4;5;5;3,5;24,5;41,5
2022;Eastern Africa;AFE;Uganda;UGA;Economic and financial statistics;1;6;5,5;5,5;0;0;17;5,5;7;6;6;0;24,5;41,5
2022;Eastern Africa;AFE;Ethiopia;ETH;Social statistics;3;6,5;3;3;4;0,5;17;5,5;10;6;3;0;24,5;41,5
2018;South America;AMZ;Bolivia;BOL;Social statistics;3;5;4;4,5;3;0,5;17;6,5;8;6;3,5;0;24;41
2020;Western Africa;AFW;Benin;BEN;Economic and financial statistics;1;6;5,5;5;0,5;0;17;5;7;5;3,5;3;23,5;40,5
2024;Caribbean;AMC;Antigua and Barbuda;ATG;Economic and financial statistics;1;6;5;5;0;0;17;5,5;7;4,5;3,5;3;23,5;40,5
2024;Caribbean;AMC;St. Lucia;LCA;Economic and financial statistics;1;6;5,5;5,5;0;0;17;4,5;7;3,5;3,5;5;23,5;40,5
2024;Northern Europe;EUN;Denmark;DNK;Environment statistics;2;5;4,5;4,5;1,5;1,5;17;4,5;5;4;4,5;5;23;40
2016;Eastern Asia;ASF;Mongolia;MNG;Economic and financial statistics;1;5,5;5;5,5;1;0;17;6,5;7;3,5;6;0;23;40
2024;Western Africa;AFW;Togo;TGO;Economic and financial statistics;1;6;5,5;5;0,5;0;17;5;7;5;3,5;2;22,5;39,5
2018;Southern Europe;EUZ;Greece;GRC;Economic and financial statistics;1;6,5;5;5,5;0;0;17;2,5;4,5;3,5;5;7;22,5;39,5
2017;Western Asia;ASW;Israel;ISR;Economic and financial statistics;1;6;5,5;5,5;0;0;17;7;6;3,5;2,5;3;22;39
2017;Western Africa;AFW;Senegal;SEN;Social statistics;3;6;4;3,5;3,5;0;17;0;9;3,5;5;4,5;22;39
2018;South-Eastern Asia;ASE;Malaysia;MYS;Economic and financial statistics;1;5,5;5,5;5,5;0,5;0;17;7;7;4,5;3,5;0;22;39
2018;South-Eastern Asia;ASE;Philippines;PHL;Economic and financial statistics;1;6;6;5;0;0;17;5,5;7;2,5;3,5;3,5;22;39
2022;Northern Europe;EUN;Sweden;SWE;Environment statistics;2;5;4;4,5;2;1,5;17;4;5;4;4,5;4,5;22;39
2016;Central America;AMM;Nicaragua;NIC;Economic and financial statistics;1;6;5;6;0;0;17;6;7;0;5,5;3,5;22;39
2018;Southern Europe;EUZ;Croatia;HRV;Social statistics;3;6;5;5;0,5;0,5;17;2,5;8;3;4;4;21,5;38,5
2022;South America;AMZ;Uruguay;URY;Economic and financial statistics;1;6;5;5,5;0,5;0;17;7;1;3;3,5;7;21,5;38,5
2020;Central America;AMM;Costa Rica;CRI;Economic and financial statistics;1;6;5;5;0,5;0,5;17;6;5,5;1,5;3,5;5;21,5;38,5
2024;Western Asia;ASW;Azerbaijan;AZE;Economic and financial statistics;1;6;5,5;5,5;0;0;17;7;6;4,5;3,5;0;21;38
2017;Caribbean;AMC;Dominican Republic;DOM;Social statistics;3;5,5;4,5;4,5;0,5;2;17;6,5;7;3;4;0,5;21;38
2017;Western Asia;ASW;Cyprus;CYP;Economic and financial statistics;1;6;5,5;5,5;0;0;17;6,5;0,5;3,5;3,5;6;20;37
2024;Western Asia;ASW;Yemen;YEM;Social statistics;3;7;4,5;1,5;4;0;17;0;10;4;5;0;19;36
2024;Northern Europe;EUN;Lithuania;LTU;Environment statistics;2;5;4,5;4,5;2;1;17;4,5;5;4,5;3,5;1,5;19;36
2018;South America;AMZ;Argentina;ARG;Social statistics;3;5;5;5;2;0;17;6,5;3,5;3,5;5;0;18,5;35,5
2024;Eastern Africa;AFE;Zambia;ZMB;Social statistics;3;7,5;2,5;2;4,5;0,5;17;2;9;3;4,5;0;18,5;35,5
2018;Southern Asia;ASZ;Bangladesh;BGD;Social statistics;3;7;4,5;3,5;2;0;17;1,5;8;2,5;6;0;18;35
2016;Caribbean;AMC;Cuba;CUB;Social statistics;3;5;4,5;4,5;2,5;0,5;17;3,5;5;0;6,5;3;18;35
2016;Western Africa;AFW;Senegal;SEN;Economic and financial statistics;1;5,5;5,5;5,5;0,5;0;17;2;7;1;4,5;3;17,5;34,5
2024;South America;AMZ;Bolivia;BOL;Economic and financial statistics;1;7;5,5;4,5;0;0;17;5;7;2,5;3;0;17,5;34,5
2017;South America;AMZ;Uruguay;URY;Economic and financial statistics;1;5,5;5,5;5,5;0,5;0;17;7;0;3,5;3,5;3,5;17,5;34,5
2022;Eastern Europe;EUE;Czech Republic;CZE;Environment statistics;2;4,5;4,5;4,5;2,5;1;17;5;5;2,5;2,5;2,5;17,5;34,5
2018;Western Asia;ASW;Jordan;JOR;Economic and financial statistics;1;5,5;5,5;5,5;0,5;0;17;5;6;4;2;0;17;34
2020;Southern Asia;ASZ;Bhutan;BTN;Social statistics;3;6;4,5;3,5;3;0;17;0,5;10;1,5;5;0;17;34
2024;Central Asia;ASC;Tajikistan;TJK;Economic and financial statistics;1;6;5;4,5;1;0,5;17;4,5;4;2,5;2;4;17;34
2017;Central Asia;ASC;Kyrgyz Republic;KGZ;Economic and financial statistics;1;5,5;5,5;5,5;0;0,5;17;4;3,5;2;3,5;3,5;16,5;33,5
2024;Central America;AMM;Honduras;HND;Economic and financial statistics;1;6;5,5;5;0,5;0;17;6;5;2;3,5;0;16,5;33,5
2024;Middle Africa;AFM;Angola;AGO;Economic and financial statistics;1;6;5,5;4,5;1;0;17;4;6;2;4;0;16;33
2018;Middle Africa;AFM;Congo, Dem. Rep.;COD;Social statistics;3;5,5;3,5;3,5;4,5;0;17;0,5;8;3,5;4;0;16;33
2015;Eastern Africa;AFE;South Sudan;SSD;Social statistics;3;4,5;4;3;3,5;2;17;3;3;3;7;0;16;33
2024;Pacific Islands;OPI;Fiji;FJI;Economic and financial statistics;1;6;5,5;4,5;1;0;17;2,5;7;3;3;0;15,5;32,5
2017;Eastern Europe;EUE;Russian Federation;RUS;Economic and financial statistics;1;5,5;5,5;5,5;0,5;0;17;2;5,5;1;3,5;3,5;15,5;32,5
2016;Eastern Europe;EUE;Russian Federation;RUS;Social statistics;3;5,5;5;4,5;1;1;17;2,5;3;1,5;5;3,5;15,5;32,5
2018;Western Africa;AFW;Liberia;LBR;Economic and financial statistics;1;6;5,5;5;0,5;0;17;2;7;2,5;3,5;0;15;32
2022;Middle Africa;AFM;Angola;AGO;Economic and financial statistics;1;6;5;5,5;0,5;0;17;4;5,5;2;3,5;0;15;32
2017;Caribbean;AMC;Cuba;CUB;Social statistics;3;5,5;5;4,5;2;0;17;2,5;6;2;4,5;0;15;32
2017;South America;AMZ;Brazil;BRA;Economic and financial statistics;1;5,5;5,5;5,5;0,5;0;17;6,5;2;3;3;0;14,5;31,5
2022;Central America;AMM;Nicaragua;NIC;Social statistics;3;5;3,5;4;3;1,5;17;0;9;1;4,5;0;14,5;31,5
2016;Western Africa;AFW;Liberia;LBR;Economic and financial statistics;1;6;5;5,5;0,5;0;17;3;7;3;1;0;14;31
2017;Southern Asia;ASZ;Sri Lanka;LKA;Economic and financial statistics;1;6;6;5;0;0;17;1,5;6,5;2,5;3,5;0;14;31
2017;South-Eastern Asia;ASE;Thailand;THA;Social statistics;3;6;6;4,5;0,5;0;17;0;9;0,5;4,5;0;14;31
2024;Pacific Islands;OPI;Palau;PLW;Economic and financial statistics;1;6;5,5;5;0;0;17;0,5;7;3;3,5;0;14;31
2017;Eastern Africa;AFE;Seychelles;SYC;Economic and financial statistics;1;6;5,5;5,5;0;0;17;3;6,5;1;3,5;0;14;31
2015;Western Africa;AFW;Senegal;SEN;Economic and financial statistics;1;5;6;5;1;0;17;4;1,5;1,5;3;3,5;13,5;30,5
2020;Northern Africa;AFN;Egypt;EGY;Social statistics;3;5,5;5;4,5;2;0;17;0;8;2;3,5;0;13,5;30,5
2018;Southern Asia;ASZ;Iran, Islamic Rep.;IRN;Social statistics;3;5,5;4,5;4,5;2,5;0;17;1,5;7;1,5;3;0;13;30
2016;Northern Africa;AFN;Egypt;EGY;Economic and financial statistics;1;5,5;5,5;5,5;0,5;0;17;0;6;0;3,5;3,5;13;30
2017;Eastern Europe;EUE;Belarus;BLR;Economic and financial statistics;1;5,5;5,5;5,5;0,5;0;17;3,5;4,5;1;4;0;13;30
2022;Caribbean;AMC;The Bahamas;BHS;Economic and financial statistics;1;6;5,5;5,5;0;0;17;0;7;2;4;0;13;30
2016;Southern Europe;EUZ;Montenegro;MNE;Social statistics;3;5;5;4,5;2;0,5;17;5,5;2;0;5;0;12,5;29,5
2020;Caribbean;AMC;The Bahamas;BHS;Economic and financial statistics;1;6;5,5;5,5;0;0;17;0;7;1,5;4;0;12,5;29,5
2015;Eastern Asia;ASF;China;CHN;Environment statistics;2;4,5;4,5;3,5;4,5;0;17;4,5;0;0;5;2,5;12;29
2022;Northern Africa;AFN;Algeria;DZA;Economic and financial statistics;1;6;5;6;0;0;17;0,5;6,5;0,5;3,5;0;11;28
2015;Western Africa;AFW;Cabo Verde;CPV;Economic and financial statistics;1;5,5;5,5;5,5;0,5;0;17;3,5;0;3,5;3,5;0;10,5;27,5
2015;Northern Africa;AFN;Egypt;EGY;Economic and financial statistics;1;6;5,5;5;0,5;0;17;2;0;2;6,5;0;10,5;27,5
2015;Central Asia;ASC;Tajikistan;TJK;Economic and financial statistics;1;6;5;5;1;0;17;4,5;0;0;1,5;3,5;9,5;26,5
2015;Central America;AMM;El Salvador;SLV;Social statistics;3;5,5;5;4,5;1,5;0,5;17;5;0;0;4;0,5;9,5;26,5
2015;South-Eastern Asia;ASE;Cambodia;KHM;Social statistics;3;6,5;4,5;4;2;0;17;3,5;0;3;2;0;8,5;25,5
2015;Southern Asia;ASZ;Nepal;NPL;Social statistics;3;5,5;4,5;4;3;0;17;0;0;0;6,5;0;6,5;23,5
2015;Eastern Africa;AFE;Kenya;KEN;Economic and financial statistics;1;5,5;5,5;5;0,5;0,5;17;1;1;1;3;0;6;23
2015;Western Africa;AFW;Burkina Faso;BFA;Economic and financial statistics;1;6,5;4,5;5,5;0,5;0;17;0;0;0;3,5;0;3,5;20,5
2015;Southern Asia;ASZ;Bangladesh;BGD;Economic and financial statistics;1;6;5,5;4,5;0,5;0,5;17;0;0;0;3,5;0;3,5;20,5
2015;South America;AMZ;Paraguay;PRY;Economic and financial statistics;1;5,5;5,5;5,5;0,5;0;17;0;0;0;2;0;2;19
2020;Western Europe;EUW;Luxembourg;LUX;Social statistics;3;5,5;5;5;0,5;0,5;16,5;7;9;7,5;6;9;38,5;55
2024;Western Africa;AFW;Cote d'Ivoire;CIV;Social statistics;3;6;5;4;0,5;1;16,5;8;9;8;4,5;9;38,5;55
2024;Southern Africa;AFZ;Botswana;BWA;Social statistics;3;7,5;4;4;1;0;16,5;3,5;10;5;5;9;32,5;49
2017;Western Europe;EUW;France;FRA;Social statistics;3;5,5;4,5;3,5;2;1;16,5;5,5;6;3,5;7;9;31;47,5
2018;Eastern Africa;AFE;Rwanda;RWA;Social statistics;3;7;4;3,5;1,5;0,5;16,5;5,5;8;3;5;9;30,5;47
2017;Western Europe;EUW;Germany;DEU;Economic and financial statistics;1;5,5;5,5;5,5;0;0;16,5;6,5;7;4,5;3,5;7;28,5;45
2022;Eastern Africa;AFE;Mauritius;MUS;Social statistics;3;7;5;4,5;0;0;16,5;6;9;4,5;5;4;28,5;45
2017;Australia and New Zealand;OAZ;New Zealand;NZL;Social statistics;3;5;4,5;5;1;1;16,5;5,5;6,5;4,5;5;7;28,5;45
2017;Western Asia;ASW;Cyprus;CYP;Social statistics;3;6,5;5;4,5;0,5;0;16,5;6;5;4;5;8;28;44,5
2020;South America;AMZ;Colombia;COL;Economic and financial statistics;1;5,5;5,5;5,5;0;0;16,5;7;5,5;3,5;6;6;28;44,5
2024;Eastern Africa;AFE;Tanzania;TZA;Economic and financial statistics;1;6;5,5;5;0;0;16,5;6;7;5,5;4,5;5;28;44,5
2024;Central America;AMM;Panama;PAN;Economic and financial statistics;1;6,5;5,5;3,5;1;0;16,5;7;6;2;6;7;28;44,5
2016;Central America;AMM;Mexico;MEX;Social statistics;3;5;4,5;3,5;3,5;0;16,5;7;6;1,5;6;7;27,5;44
2024;Southern Africa;AFZ;South Africa;ZAF;Social statistics;3;7;4;3;2;0,5;16,5;0,5;10;4,5;5;7;27;43,5
2017;Western Asia;ASW;Israel;ISR;Social statistics;3;6;5;5;0,5;0;16,5;7,5;7,5;3,5;4;4;26,5;43
2020;Western Asia;ASW;Cyprus;CYP;Economic and financial statistics;1;5,5;5,5;5,5;0;0;16,5;7;5;3,5;3,5;7;26;42,5
2018;Southern Europe;EUZ;Albania;ALB;Social statistics;3;6;5;4,5;1;0;16,5;5,5;9;6;5;0;25,5;42
2017;Eastern Asia;ASF;Taiwan;TWN;Economic and financial statistics;1;5,5;5,5;5,5;0;0;16,5;7;7;5;3;3,5;25,5;42
2022;Western Asia;ASW;Israel;ISR;Economic and financial statistics;1;5,5;5,5;5,5;0;0;16,5;7;6;4,5;4,5;3;25;41,5
2024;South-Eastern Asia;ASE;Malaysia;MYS;Environment statistics;2;4;4;4;3;1,5;16,5;5;5;5;5;5;25;41,5
2024;Eastern Europe;EUE;Poland;POL;Environment statistics;2;4,5;4,5;4,5;2,5;0,5;16,5;5;5;5;5;5;25;41,5
2018;Eastern Asia;ASF;Macao SAR, China;MAC;Economic and financial statistics;1;5,5;5,5;5,5;0;0;16,5;7;7;4;5;1,5;24,5;41
2020;Caribbean;AMC;St. Lucia;LCA;Economic and financial statistics;1;5,5;5,5;5,5;0;0;16,5;4,5;7;2,5;3,5;7;24,5;41
2022;Caribbean;AMC;St. Vincent & Grenadines;VCT;Economic and financial statistics;1;6;5,5;5;0;0;16,5;7;7;5;3;2,5;24,5;41
2020;Southern Europe;EUZ;Slovenia;SVN;Environment statistics;2;5;4,5;4,5;1,5;1;16,5;5;5;4;5;5;24;40,5
2016;Southern Europe;EUZ;Malta;MLT;Economic and financial statistics;1;6;5;5;0;0;16,5;6,5;5;4,5;2,5;5;23,5;40
2024;Eastern Africa;AFE;Rwanda;RWA;Economic and financial statistics;1;7;4,5;5;0;0;16,5;6;5;3;2,5;7;23,5;40
2017;Southern Europe;EUZ;Albania;ALB;Social statistics;3;6;6;4,5;0;0;16,5;4,5;9;5;4,5;0;23;39,5
2018;Southern Europe;EUZ;Serbia;SRB;Social statistics;3;5,5;5,5;5;0,5;0;16,5;3;8;2,5;5;4;22,5;39
2020;Southern Africa;AFZ;Namibia;NAM;Social statistics;3;7,5;3,5;3;2;0,5;16,5;2;10;5;5,5;0;22,5;39
2020;Northern Europe;EUN;Finland;FIN;Environment statistics;2;5;4,5;4,5;2;0,5;16,5;4,5;5;3;5;5;22,5;39
2022;South-Eastern Asia;ASE;Vietnam;VNM;Economic and financial statistics;1;5,5;5;5,5;0,5;0;16,5;6,5;7;5,5;3;0;22;38,5
2024;Northern Europe;EUN;Sweden;SWE;Environment statistics;2;4,5;4;4;2,5;1,5;16,5;4,5;5;4,5;3;5;22;38,5
2018;Northern Africa;AFN;Tunisia;TUN;Economic and financial statistics;1;5,5;5,5;5,5;0;0;16,5;4;7;4;3,5;3,5;22;38,5
2024;Eastern Europe;EUE;Romania;ROU;Environment statistics;2;4,5;4,5;4,5;1,5;1,5;16,5;5;5;5;4,5;2,5;22;38,5
2020;Caribbean;AMC;Antigua and Barbuda;ATG;Economic and financial statistics;1;6;5;5,5;0;0;16,5;4;7;0,5;5,5;5;22;38,5
2018;South-Eastern Asia;ASE;Indonesia;IDN;Economic and financial statistics;1;5,5;5,5;5,5;0;0;16,5;4,5;6;3;2;6;21,5;38
2024;Central Asia;ASC;Uzbekistan;UZB;Environment statistics;2;4,5;4,5;4,5;2,5;0,5;16,5;5;5;3,5;3;5;21,5;38
2017;Central America;AMM;El Salvador;SLV;Economic and financial statistics;1;5,5;5,5;5,5;0;0;16,5;6;7;4;4,5;0;21,5;38
2024;Caribbean;AMC;Grenada;GRD;Economic and financial statistics;1;5,5;5,5;5,5;0;0;16,5;6;7;5;3,5;0;21,5;38
2018;Northern Europe;EUN;Sweden;SWE;Environment statistics;2;5;3,5;3,5;3;1,5;16,5;4;5;3,5;4;4,5;21;37,5
2022;Eastern Asia;ASF;Macao SAR, China;MAC;Economic and financial statistics;1;5,5;5,5;5,5;0;0;16,5;6;7;4,5;2,5;1;21;37,5
2018;Eastern Africa;AFE;Rwanda;RWA;Economic and financial statistics;1;6;5,5;5;0;0;16,5;2,5;7;1;4;6,5;21;37,5
2018;South-Eastern Asia;ASE;Malaysia;MYS;Social statistics;3;5;4;4,5;3;0;16,5;7;7;2,5;3,5;0,5;20,5;37
2016;Western Asia;ASW;Bahrain;BHR;Economic and financial statistics;1;5,5;5,5;5,5;0;0;16,5;5,5;7;3;4,5;0;20;36,5
